αἱρέω	AMN	ἑλέσθαι
αἱρέω	AMO.1P	ἑλοίμεθα
αἱρέω	AMO.1S	ἑλοίμην
αἱρέω	AMO.2S	ἕλοιο
αἱρέω	AMO.3P	ἑλοίατο
αἱρέω	AMO.3S	ἕλοιτο
αἱρέω	AMS.1S	ἕλωμαι
αἱρέω	AMS.2S	αἱρήσεαι
αἱρέω	AMS.3P	ἕλωνται
αἱρέω	AMS.3S	ἕληται
αἱρέω	FAI.1P	αἱρήσομεν
αἱρέω	FAI.3S	αἱρήσει
αἱρέω	FAN	αἱρήσειν
αἱρέω	FAN	αἱρησέμεν
αἱρέω	FAN	ἑλεῖν
αἱρέω	FAP.NSF	ἑλοῦσα
αἱρέω	FMI.1S	αἱρήσομαι
αἱρέω	IAI.3P	ᾕρεον
αἱρέω	IAI.3S	ᾕρεε
αἱρέω	IAI.3S	ᾕρει
αἱρέω	PAD.3S	αἱρείτω
αἱρέω	PAI.3S	αἱρεῖ
αἱρέω	PMP.NPM	αἱρεύμενοι
αἴρω	AMI.1P	ἠράμεθα
αἴρω	AMI.1S	ἀρόμην
αἴρω	AMI.3P	ἄροντο
αἴρω	AMI.3S	ἤρατο
αἴρω	AMN	ἀρέσθαι
αἴρω	AMO.1S	ἀροίμην
αἴρω	AMO.2S	ἄροιο
αἴρω	AMO.3S	ἄροιτο
αἴρω	AMS.2P	ἄρησθε
αἴρω	AMS.2S	ἄρηαι
αἴρω	AMS.3S	ἄρηται
αἴρω	APP.NSM	ἀρθείς
αἴρω	PAP.APM	αἴροντας
αἴρω	YMI.3P	ἤρατο
ἀίσθω	IAI.3S	ἄϊσθε
ἀίσθω	PAP.NSM	ἀΐσθων
ἀίσσω	AAI.3P	ἤιξαν
ἀίσσω	AAI.3P	ἤϊξαν
ἀίσσω	AAI.3S	ἀΐξασκε
ἀίσσω	AAI.3S	ἤϊξε
ἀίσσω	AAI.3S	ἤϊξεν
ἀίσσω	AAP.ASM	ἀΐξαντα
# ἀίσσω	AAP.NDM	ἀίξαντε  # missing diaeresis?
ἀίσσω	AAP.NDM	ἀΐξαντε
ἀίσσω	AAP.NPF	ἀΐξασαι
# ἀίσσω	AAP.NSF	ἀίξασα  # missing diaeresis?
ἀίσσω	AAP.NSF	ἀΐξασα
ἀίσσω	AAP.NSM	ἀΐξας
ἀίσσω	AAS.3P	ἀΐξωσι
ἀίσσω	AAS.3S	ἀΐξῃ
ἀίσσω	AMN	ἀΐξασθαι
ἀίσσω	API.3D	ἀϊχθήτην
ἀίσσω	API.3P	ἠΐχθησαν
ἀίσσω	API.3S	ἠΐχθη
ἀίσσω	APN	ἀϊχθῆναι
ἀίσσω	IAI.3P	ἤϊσσον
ἀίσσω	PAI.3P	ἀΐσσουσι
ἀίσσω	PAI.3P	ἀίσσουσιν
ἀίσσω	PAP.ASM	ἀίσσοντα
ἀίσσω	PAP.GSM	ἀΐσσοντος
ἀίσσω	PAP.NDM	ἀΐσσοντε
ἀίσσω	PAP.NSF	ἀΐσσουσα
ἀίσσω	PAP.NSM	ἀΐσσων
ἀίσσω	PMI.3P	ἀΐσσονται
ἀιστόω	AAO.3P	ἀϊστώσειαν
ἀιστόω	API.3P	ἀιστώθησαν
αἰσχύνω	AAI.2S	ᾔσχυνας
αἰσχύνω	AAI.3S	ᾔσχυνε
αἰσχύνω	IAI.3S	ᾔσχυνε
αἰσχύνω	PAI.3S	αἰσχύνει
αἰσχύνω	PAN	αἰσχυνέμεν
αἰσχύνω	PAP.NSM	αἰσχύνων
αἰσχύνω	PAS.3P	αἰσχύνωσι
αἰσχύνω	PMI.1S	αἰσχύνομαι
αἰσχύνω	PMP.NPM	αἰσχυνόμενοι
αἰσχύνω	PMP.NSM	αἰσχυνόμενος
αἰσχύνω	XMP.NSM	ᾐσχυμμένος
αἰτέω	AAP.NSF	αἰτήσασα
αἰτέω	FAP.ASM	αἰτήσοντα
αἰτέω	FAP.NSF	αἰτήσουσα
αἰτέω	FAP.NSM	αἰτήσων
