λύω PAP.VSM λύων
λύω PAP.GSM λύοντος
λύω PAP.DSM λύοντι
λύω PAP.ASM λύοντα
λύω PAP.NDM λύοντε
λύω PAP.ADM λύοντε
λύω PAP.VDM λύοντε
λύω PAP.GDM λυόντοιιν
λύω PAP.DDM λυόντοιιν
λύω PAP.NPM λύοντες
λύω PAP.VPM λύοντες
λύω PAP.GPM λυόντων
λύω PAP.DPM λυόντεσι
λύω PAP.DPM λυόντεσσι
λύω PAP.DPM λύουσι
λύω PAP.APM λύοντας
λύω PAP.NSF λύουσα
λύω PAP.VSF λύουσα
λύω PAP.GSF λυούσης
λύω PAP.DSF λυούσῃ
λύω PAP.ASF λύουσαν
λύω PAP.NDF λυούσᾱ
λύω PAP.ADF λυούσᾱ
λύω PAP.VDF λυούσᾱ
λύω PAP.NPF λύουσαι
λύω PAP.VPF λύουσαι
λύω PAP.GPF λυουσᾱ́ων
λύω PAP.GPF λυουσέων
λύω PAP.GPF λυουσῶν
λύω PAP.DPF λυούσῃσι
λύω PAP.DPF λυούσῃς
λύω PAP.APF λυούσᾱς
λύω PAP.NSN λύον
λύω PAP.VSN λύον
λύω PAP.GSN λύοντος
λύω PAP.DSN λύοντι
λύω PAP.ASN λύον
λύω PAP.NDN λύοντε
λύω PAP.ADN λύοντε
λύω PAP.VDN λύοντε
λύω PAP.GDN λυόντοιιν
λύω PAP.DDN λυόντοιιν
λύω PAP.NPN λύοντα
λύω PAP.VPN λύοντα
λύω PAP.GPN λυόντων
λύω PAP.DPN λυόντεσι
λύω PAP.DPN λυόντεσσι
λύω PAP.DPN λύουσι
λύω PAP.APN λύοντα
δίδωμι PAP.NSM διδούς
δίδωμι PAP.VSM διδούς
δίδωμι PAP.GSM διδόντος
δίδωμι PAP.DSM διδόντι
δίδωμι PAP.ASM διδόντα
δίδωμι PAP.NDM διδόντε
δίδωμι PAP.ADM διδόντε
δίδωμι PAP.VDM διδόντε
δίδωμι PAP.GDM διδόντοιιν
δίδωμι PAP.DDM διδόντοιιν
δίδωμι PAP.NPM διδόντες
δίδωμι PAP.VPM διδόντες
δίδωμι PAP.GPM διδόντων
δίδωμι PAP.DPM διδόντεσι
δίδωμι PAP.DPM διδόντεσσι
δίδωμι PAP.DPM διδοῦσι
δίδωμι PAP.APM διδόντας
δίδωμι PAP.NSF διδοῦσα
δίδωμι PAP.VSF διδοῦσα
δίδωμι PAP.GSF διδούσης
δίδωμι PAP.DSF διδούσῃ
δίδωμι PAP.ASF διδοῦσαν
δίδωμι PAP.NDF διδούσᾱ
δίδωμι PAP.ADF διδούσᾱ
δίδωμι PAP.VDF διδούσᾱ
δίδωμι PAP.NPF διδοῦσαι
δίδωμι PAP.VPF διδοῦσαι
δίδωμι PAP.GPF διδουσᾱ́ων
δίδωμι PAP.GPF διδουσέων
δίδωμι PAP.GPF διδουσῶν
δίδωμι PAP.DPF διδούσῃσι
δίδωμι PAP.DPF διδούσῃς
δίδωμι PAP.APF διδούσᾱς
δίδωμι PAP.NSN διδόν
δίδωμι PAP.VSN διδόν
δίδωμι PAP.GSN διδόντος
δίδωμι PAP.DSN διδόντι
δίδωμι PAP.ASN διδόν
δίδωμι PAP.NDN διδόντε
δίδωμι PAP.ADN διδόντε
δίδωμι PAP.VDN διδόντε
δίδωμι PAP.GDN διδόντοιιν
δίδωμι PAP.DDN διδόντοιιν
δίδωμι PAP.NPN διδόντα
δίδωμι PAP.VPN διδόντα
δίδωμι PAP.GPN διδόντων
δίδωμι PAP.DPN διδόντεσι
δίδωμι PAP.DPN διδόντεσσι
δίδωμι PAP.DPN διδοῦσι
δίδωμι PAP.APN διδόντα
λύω AAP.NSM λῡ́σᾱς
λύω AAP.VSM λῡ́σᾱς
λύω AAP.GSM λῡ́σαντος
λύω AAP.DSM λῡ́σαντι
λύω AAP.ASM λῡ́σαντα
λύω AAP.NDM λῡ́σαντε
λύω AAP.ADM λῡ́σαντε
λύω AAP.VDM λῡ́σαντε
λύω AAP.GDM λῡσάντοιιν
λύω AAP.DDM λῡσάντοιιν
λύω AAP.NPM λῡ́σαντες
λύω AAP.VPM λῡ́σαντες
λύω AAP.GPM λῡσάντων
λύω AAP.DPM λῡσάντεσι
λύω AAP.DPM λῡσάντεσσι
λύω AAP.DPM λῡ́σᾱσι
λύω AAP.APM λῡ́σαντας
λύω AAP.NSF λῡ́σᾱσα
λύω AAP.VSF λῡ́σᾱσα
λύω AAP.GSF λῡσᾱ́σης
λύω AAP.DSF λῡσᾱ́σῃ
λύω AAP.ASF λῡ́σᾱσαν
λύω AAP.NDF λῡσᾱ́σᾱ
λύω AAP.ADF λῡσᾱ́σᾱ
λύω AAP.VDF λῡσᾱ́σᾱ
λύω AAP.NPF λῡ́σᾱσαι
λύω AAP.VPF λῡ́σᾱσαι
λύω AAP.GPF λῡσᾱσᾱ́ων
λύω AAP.GPF λῡσᾱσέων
λύω AAP.GPF λῡσᾱσῶν
λύω AAP.DPF λῡσᾱ́σῃσι
λύω AAP.DPF λῡσᾱ́σῃς
λύω AAP.APF λῡσᾱ́σᾱς
λύω AAP.NSN λῦσαν
λύω AAP.VSN λῦσαν
λύω AAP.GSN λῡ́σαντος
λύω AAP.DSN λῡ́σαντι
λύω AAP.ASN λῦσαν
λύω AAP.NDN λῡ́σαντε
λύω AAP.ADN λῡ́σαντε
λύω AAP.VDN λῡ́σαντε
λύω AAP.GDN λῡσάντοιιν
λύω AAP.DDN λῡσάντοιιν
λύω AAP.NPN λῡ́σαντα
λύω AAP.VPN λῡ́σαντα
λύω AAP.GPN λῡσάντων
λύω AAP.DPN λῡσάντεσι
λύω AAP.DPN λῡσάντεσσι
λύω AAP.DPN λῡ́σᾱσι
λύω AAP.APN λῡ́σαντα
λύω APP.NSM λυθείς
λύω APP.VSM λυθείς
λύω APP.GSM λυθέντος
λύω APP.DSM λυθέντι
λύω APP.ASM λυθέντα
λύω APP.NDM λυθέντε
λύω APP.ADM λυθέντε
λύω APP.VDM λυθέντε
λύω APP.GDM λυθέντοιιν
λύω APP.DDM λυθέντοιιν
λύω APP.NPM λυθέντες
λύω APP.VPM λυθέντες
λύω APP.GPM λυθέντων
λύω APP.DPM λυθέντεσι
λύω APP.DPM λυθέντεσσι
λύω APP.DPM λυθεῖσι
λύω APP.APM λυθέντας
λύω APP.NSF λυθεῖσα
λύω APP.VSF λυθεῖσα
λύω APP.GSF λυθείσης
λύω APP.DSF λυθείσῃ
λύω APP.ASF λυθεῖσαν
λύω APP.NDF λυθείσᾱ
λύω APP.ADF λυθείσᾱ
λύω APP.VDF λυθείσᾱ
λύω APP.NPF λυθεῖσαι
λύω APP.VPF λυθεῖσαι
λύω APP.GPF λυθεισᾱ́ων
λύω APP.GPF λυθεισέων
λύω APP.GPF λυθεισῶν
λύω APP.DPF λυθείσῃσι
λύω APP.DPF λυθείσῃς
λύω APP.APF λυθείσᾱς
λύω APP.NSN λυθέν
λύω APP.VSN λυθέν
λύω APP.GSN λυθέντος
λύω APP.DSN λυθέντι
λύω APP.ASN λυθέν
λύω APP.NDN λυθέντε
λύω APP.ADN λυθέντε
λύω APP.VDN λυθέντε
λύω APP.GDN λυθέντοιιν
λύω APP.DDN λυθέντοιιν
λύω APP.NPN λυθέντα
λύω APP.VPN λυθέντα
λύω APP.GPN λυθέντων
λύω APP.DPN λυθέντεσι
λύω APP.DPN λυθέντεσσι
λύω APP.DPN λυθεῖσι
λύω APP.APN λυθέντα
δύω AAP.NSM δῡ́ς
δύω AAP.VSM δῡ́ς
δύω AAP.GSM δύντος
δύω AAP.DSM δύντι
δύω AAP.ASM δύντα
δύω AAP.NDM δύντε
δύω AAP.ADM δύντε
δύω AAP.VDM δύντε
δύω AAP.GDM δύντοιιν
δύω AAP.DDM δύντοιιν
δύω AAP.NPM δύντες
δύω AAP.VPM δύντες
δύω AAP.GPM δύντων
δύω AAP.DPM δύντεσι
δύω AAP.DPM δύντεσσι
δύω AAP.DPM δῦσι
δύω AAP.APM δύντας
δύω AAP.NSF δῦσα
δύω AAP.VSF δῦσα
δύω AAP.GSF δῡ́σης
δύω AAP.DSF δῡ́σῃ
δύω AAP.ASF δῦσαν
δύω AAP.NDF δῡ́σᾱ
δύω AAP.ADF δῡ́σᾱ
δύω AAP.VDF δῡ́σᾱ
δύω AAP.GDF δῡ́σῃιν
δύω AAP.DDF δῡ́σῃιν
δύω AAP.NPF δῦσαι
δύω AAP.VPF δῦσαι
δύω AAP.GPF δῡσᾱ́ων
δύω AAP.GPF δῡσέων
δύω AAP.GPF δῡσῶν
δύω AAP.DPF δῡ́σῃσι
δύω AAP.DPF δῡ́σῃς
δύω AAP.APF δῡ́σᾱς
δύω AAP.NSN δύν
δύω AAP.VSN δύν
δύω AAP.GSN δύντος
δύω AAP.DSN δύντι
δύω AAP.ASN δύν
δύω AAP.NDN δύντε
δύω AAP.ADN δύντε
δύω AAP.VDN δύντε
δύω AAP.GDN δύντοιιν
δύω AAP.DDN δύντοιιν
δύω AAP.NPN δύντα
δύω AAP.VPN δύντα
δύω AAP.GPN δύντων
δύω AAP.DPN δύντεσι
δύω AAP.DPN δύντεσσι
δύω AAP.DPN δῦσι
δύω AAP.APN δύντα
λύω XAP.NSM λελυκώς
λύω XAP.VSM λελυκώς
λύω XAP.GSM λελυκότος
λύω XAP.DSM λελυκότι
λύω XAP.ASM λελυκότα
λύω XAP.NDM λελυκότε
λύω XAP.ADM λελυκότε
λύω XAP.VDM λελυκότε
λύω XAP.GDM λελυκότοιιν
λύω XAP.DDM λελυκότοιιν
λύω XAP.NPM λελυκότες
λύω XAP.VPM λελυκότες
λύω XAP.GPM λελυκότων
λύω XAP.DPM λελυκότεσι
λύω XAP.DPM λελυκότεσσι
λύω XAP.DPM λελυκόσι
λύω XAP.APM λελυκότας
λύω XAP.NSF λελυκυῖα
λύω XAP.VSF λελυκυῖα
λύω XAP.GSF λελυκυίης
λύω XAP.DSF λελυκυίῃ
λύω XAP.ASF λελυκυῖαν
λύω XAP.NDF λελυκυίᾱ
λύω XAP.ADF λελυκυίᾱ
λύω XAP.VDF λελυκυίᾱ
λύω XAP.GDF λελυκυίῃιν
λύω XAP.DDF λελυκυίῃιν
λύω XAP.NPF λελυκυῖαι
λύω XAP.VPF λελυκυῖαι
λύω XAP.GPF λελυκυιᾱ́ων
λύω XAP.GPF λελυκυιέων
λύω XAP.GPF λελυκυιῶν
λύω XAP.DPF λελυκυίῃσι
λύω XAP.DPF λελυκυίῃς
λύω XAP.APF λελυκυίᾱς
λύω XAP.NSN λελυκός
λύω XAP.VSN λελυκός
λύω XAP.GSN λελυκότος
λύω XAP.DSN λελυκότι
λύω XAP.ASN λελυκός
λύω XAP.NDN λελυκότε
λύω XAP.ADN λελυκότε
λύω XAP.VDN λελυκότε
λύω XAP.GDN λελυκότοιιν
λύω XAP.DDN λελυκότοιιν
λύω XAP.NPN λελυκότα
λύω XAP.VPN λελυκότα
λύω XAP.GPN λελυκότων
λύω XAP.DPN λελυκότεσι
λύω XAP.DPN λελυκότεσσι
λύω XAP.DPN λελυκόσι
λύω XAP.APN λελυκότα
οἶδα XAP.NSM εἰδώς
οἶδα XAP.VSM εἰδώς
οἶδα XAP.GSM εἰδότος
οἶδα XAP.DSM εἰδότι
οἶδα XAP.ASM εἰδότα
οἶδα XAP.NDM εἰδότε
οἶδα XAP.ADM εἰδότε
οἶδα XAP.VDM εἰδότε
οἶδα XAP.GDM εἰδότοιιν
οἶδα XAP.DDM εἰδότοιιν
οἶδα XAP.NPM εἰδότες
οἶδα XAP.VPM εἰδότες
οἶδα XAP.GPM εἰδότων
οἶδα XAP.DPM εἰδότεσσι
οἶδα XAP.DPM εἰδότεσι
οἶδα XAP.DPM εἰδόσι
οἶδα XAP.APM εἰδότας
οἶδα XAP.NSF εἰδυῖα
οἶδα XAP.VSF εἰδυῖα
οἶδα XAP.GSF εἰδυίης
οἶδα XAP.DSF εἰδυίῃ
οἶδα XAP.ASF εἰδυῖαν
οἶδα XAP.NDF εἰδυίᾱ
οἶδα XAP.ADF εἰδυίᾱ
οἶδα XAP.VDF εἰδυίᾱ
οἶδα XAP.GDF εἰδυίῃιν
οἶδα XAP.DDF εἰδυίῃιν
οἶδα XAP.NPF εἰδυῖαι
οἶδα XAP.VPF εἰδυῖαι
οἶδα XAP.GPF εἰδυιᾱ́ων
οἶδα XAP.GPF εἰδυιέων
οἶδα XAP.GPF εἰδυιῶν
οἶδα XAP.DPF εἰδυίῃσι
οἶδα XAP.DPF εἰδυίῃς
οἶδα XAP.APF εἰδυίᾱς
οἶδα XAP.NSN εἰδός
οἶδα XAP.VSN εἰδός
οἶδα XAP.GSN εἰδότος
οἶδα XAP.DSN εἰδότι
οἶδα XAP.ASN εἰδός
οἶδα XAP.NDN εἰδότε
οἶδα XAP.ADN εἰδότε
οἶδα XAP.VDN εἰδότε
οἶδα XAP.GDN εἰδότοιιν
οἶδα XAP.DDN εἰδότοιιν
οἶδα XAP.NPN εἰδότα
οἶδα XAP.VPN εἰδότα
οἶδα XAP.GPN εἰδότων
οἶδα XAP.DPN εἰδότεσσι
οἶδα XAP.DPN εἰδότεσι
οἶδα XAP.DPN εἰδόσι
οἶδα XAP.APN εἰδότα
τιμάω PAP.NSM τῑμῶν
τιμάω PAP.VSM τῑμῶν
τιμάω PAP.GSM τῑμῶντος
τιμάω PAP.DSM τῑμῶντι
